"address","storey_range","floor_area_sqm","remaining_lease_year","resale_price","LATITUDE","LONGITUDE","PROX_CBD","PROX_ELDERLYCARE","PROX_HAWKER","PROX_MRTLRT","PROX_PARKS","PROX_SUPERMARKETS","PROX_CLINICS","NUM_KINDERGARDEN_350M","NUM_CHILDCARE_350M","NUM_BUSSTOP_350M","NUM_PRISCH_1KM","01TO03","04TO06","07TO09","10TO12","13TO15","16TO18","19TO21","22TO24","25TO27","28TO30","31TO33","34TO36","37TO39","40TO42","43TO45","46TO48","49TO51"
"93 BEDOK NTH AVE 4","01 TO 03",92,58,320000,1.332889,103.9413,15.233,0.01341182,0.2396919,0.3050672,0.04505643,0.02656948,0.01346881,11,26,87,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183 BEDOK NTH RD","07 TO 09",85,84,580000,1.326437,103.9419,14.454,0.6241753,0.514222,0.1417155,0.205387,0.09373954,0.1190045,7,7,21,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130 BEDOK NTH ST 2","16 TO 18",92,57,460000,1.327162,103.9368,14.752,0.5694966,2.11184,0.73114,1.046581,0.1901319,0.4135131,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"547 BEDOK NTH ST 3","10 TO 12",95,59,322000,1.330331,103.9254,16.306,1.113216,0.74962,0.502396,0.6664654,0.4923195,0.2587634,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"135 BEDOK RESERVOIR RD","04 TO 06",103,65,420000,1.333141,103.9125,14.374,0.5774857,1.528753,1.584953,0.5046666,0.3503897,0.1522136,0,2,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724 BEDOK RESERVOIR RD","07 TO 09",103,63,440000,1.337144,103.9284,17.562,2.677594,2.79566,0.2146051,0.7485479,0.1537201,0.4521386,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712 BEDOK RESERVOIR RD","07 TO 09",93,60,380000,1.335907,103.9226,16.645,0.8473211,0.5347809,0.1754214,0.3047485,0.4912253,0.2775685,1,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117 BEDOK RESERVOIR RD","07 TO 09",93,64,394000,1.331413,103.9087,13.697,0.3851446,0.475248,0.2954458,0.2343413,0.5226457,0.03926801,0,2,13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103 BEDOK RESERVOIR RD","10 TO 12",96,64,402000,1.32877,103.9094,14.035,0.7765037,1.524256,0.5537501,0.9809111,0.4093398,0.4119144,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"613B BEDOK RESERVOIR RD","07 TO 09",102,76,455000,1.332787,103.9182,14.756,0.433425,0.7953642,0.5725409,0.5788448,0.2001876,0.2590874,0,8,17,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41 BEDOK STH RD","10 TO 12",84,56,310000,1.321051,103.9408,13.571,1.416732,0.8271722,0.9636279,1.111987,0.7092972,0.7280617,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"807A CHAI CHEE RD","13 TO 15",93,95,650000,1.327074,103.9232,10.677,0.4203404,0.2517066,0.3841402,0.801644,0.281802,0.2816846,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"154 BISHAN ST 13","07 TO 09",84,66,425000,1.346625,103.855,10.374,1.101938,1.372629,0.7997416,0.2845599,0.8957083,0.7841082,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267 BISHAN ST 24","04 TO 06",104,71,555000,1.357637,103.8428,13.059,0.428348,0.8745938,0.6303404,0.4351804,0.2793521,0.3022298,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57 HAVELOCK RD","10 TO 12",94,92,808000,1.290139,103.8285,3.151,0.7076052,0.5415804,0.3916536,1.120764,0.5195364,0.780865,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"25B JLN MEMBINA","16 TO 18",90,87,730000,1.283621,103.8254,4.513,0.6436244,1.194606,1.498745,1.202985,0.8108482,0.4869406,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"250 BANGKIT RD","10 TO 12",103,67,338000,1.380655,103.7737,17.445,1.765189,0.8478953,0.6339045,0.6749097,1.288859,0.1610224,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"401 FAJAR RD","10 TO 12",107,67,360000,1.380554,103.7687,17.976,1.219195,1.213311,0.8978144,0.1361243,1.022298,0.2762344,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"220 PETIR RD","10 TO 12",103,67,340000,1.374528,103.7729,16.539,0.8972198,0.6595604,1.059971,0.5476514,1.040688,0.2529582,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"550A SEGAR RD","13 TO 15",92,94,410000,1.389112,103.7673,18.536,1.07348,1.204136,0.8555537,0.931087,0.8525678,0.7427953,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"548B SEGAR RD","10 TO 12",92,94,415000,1.389421,103.7686,18.498,0.9931375,1.370691,0.798938,0.4712856,0.6899892,0.3430996,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"635B SENJA RD","22 TO 24",93,94,480000,1.386603,103.7577,18.958,0.06699046,0.2082455,0.1193717,0.03672036,0.02189511,0.04911197,5,23,97,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"296E CHOA CHU KANG AVE 2","01 TO 03",102,78,320000,1.376917,103.743,20.87,0.385974,0.3620244,0.504576,0.1748417,0.05129498,0.05126476,0,6,28,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443 CHOA CHU KANG AVE 4","10 TO 12",90,76,325000,1.381287,103.7375,23.437,1.272162,1.280557,1.462912,1.413351,0.3041123,0.3040227,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"488B CHOA CHU KANG AVE 5","10 TO 12",93,95,450000,1.376974,103.7393,22.866,0.986692,0.3814828,0.3483949,0.5139386,0.6223536,0.3702812,0,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"490B CHOA CHU KANG AVE 5","07 TO 09",93,95,410000,1.375623,103.7413,22.441,0.8122176,1.742701,0.7476897,0.3809011,0.7657716,0.7446766,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487B CHOA CHU KANG AVE 5","10 TO 12",93,95,420000,1.376355,103.7384,22.688,2.851921,2.097465,0.9674237,0.5511408,0.6301644,0.196653,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"685C CHOA CHU KANG CRES","04 TO 06",85,81,323000,1.403494,103.7487,23.334,0.2121056,0.5564851,0.9146536,0.5091571,0.9838668,0.3694489,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702 CHOA CHU KANG ST 53","04 TO 06",114,74,370000,1.3918,103.7456,22.446,1.663514,0.5670593,0.4270577,0.3353748,0.7269117,0.2067169,1,3,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25 TECK WHYE LANE","01 TO 03",92,57,288000,1.377987,103.7552,19.065,0.5061591,1.587059,0.4309313,0.5305377,0.3974234,0.3974116,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348 CLEMENTI AVE 5","07 TO 09",92,57,445000,1.316777,103.7709,13.186,0.9120957,0.7610737,0.3509898,0.7632553,0.3095271,0.173448,0,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54 PIPIT RD","04 TO 06",91,63,430000,1.323856,103.8876,8.071,0.6343555,0.3469753,0.6682923,1.22562,0.3253956,0.2859778,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421 HOUGANG AVE 10","04 TO 06",113,68,450000,1.375423,103.8947,16.498,1.016472,0.4716866,0.6033813,0.2924764,0.22942,0.09796688,1,2,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133 LOR AH SOO","01 TO 03",104,63,360000,1.350763,103.8875,12.874,0.4433517,0.4710624,0.2342833,0.09666863,0.1237418,0.168654,3,10,35,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475B UPP SERANGOON CRES","16 TO 18",92,93,635000,1.375774,103.9,15.612,1.315908,1.285442,1.431356,0.6514719,0.3459946,0.7918771,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"471B UPP SERANGOON CRES","01 TO 03",92,94,422888,1.37801,103.9011,15.316,0.9115599,1.151305,0.5209606,1.046205,0.1842581,0.3483676,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476B UPP SERANGOON VIEW","19 TO 21",92,95,568000,1.377328,103.9042,15.301,1.814391,2.143247,0.7267795,0.6294995,0.6216482,0.4275402,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"476C UPP SERANGOON VIEW","16 TO 18",92,94,580000,1.37795,103.9043,15.337,1.415412,1.215342,0.3697769,0.5848402,0.1601624,0.6489868,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"476B UPP SERANGOON VIEW","07 TO 09",92,95,515000,1.377328,103.9042,15.301,1.814391,2.143247,0.7267795,0.6294995,0.6216482,0.4275402,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24 TEBAN GDNS RD","04 TO 06",107,72,348000,1.323496,103.7379,16.872,0.4323578,1.172921,0.1196261,0.6360277,0.07259028,0.2426072,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183A BOON LAY AVE","04 TO 06",92,93,420000,1.348617,103.7097,21.048,0.8037297,1.000468,1.003059,0.7400532,0.5865461,0.5523481,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554 JURONG WEST ST 42","10 TO 12",104,63,345888,1.353235,103.7179,21.27,0.1799255,1.140964,1.855293,1.048605,0.6980521,0.333791,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"812 JURONG WEST ST 81","04 TO 06",104,69,325000,1.346309,103.6959,23.413,0.1440135,1.107829,0.4719106,1.014789,0.531673,0.3349446,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38B BENDEMEER RD","04 TO 06",89,91,663888,1.320533,103.8668,5.703,1.402416,1.299682,0.4131803,0.7814709,0.4365283,0.2256331,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415 PASIR RIS DR 6","07 TO 09",103,69,430000,1.371954,103.9564,23.592,0.04400708,0.203868,0.2957547,0.04286479,0.05159325,0.04990707,11,24,93,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528C PASIR RIS ST 51","04 TO 06",93,94,495000,1.370985,103.9482,19.636,1.180714,1.017907,0.5635477,0.3017764,0.3981758,0.03170433,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769 PASIR RIS ST 71","01 TO 03",105,75,342000,1.375106,103.9351,17.999,0.6471155,0.4878206,0.3803135,0.4128068,0.2136041,0.1994148,4,6,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671A EDGEFIELD PLAINS","04 TO 06",90,94,415000,1.406059,103.912,19.107,0.4991103,0.536425,0.5376172,0.2940034,0.288903,0.1939384,2,8,15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673B EDGEFIELD PLAINS","07 TO 09",90,94,440000,1.406978,103.911,19.388,1.122798,0.6716957,1.412043,0.5181677,0.07062206,0.701639,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671B EDGEFIELD PLAINS","01 TO 03",90,94,425000,1.406191,103.9117,19.119,0.5481255,0.3588584,0.07673466,0.2258929,0.05902456,0.02973249,1,5,25,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618D PUNGGOL DR","07 TO 09",95,92,445000,1.401841,103.9115,18.819,1.631445,2.134919,1.101887,0.4980437,1.129875,0.2174273,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667B PUNGGOL DR","04 TO 06",93,94,452000,1.402111,103.9149,18.21,0.5436217,0.9516542,1.200447,0.3133652,0.3986678,0.402334,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617A PUNGGOL DR","13 TO 15",95,92,482000,1.402329,103.9118,18.927,1.299591,1.467551,0.3073189,0.5831793,0.3012612,0.4208615,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"667A PUNGGOL DR","10 TO 12",93,94,490000,1.4026,103.914,18.328,0.584722,1.382019,0.604468,0.6405745,0.7146416,0.7109931,0,1,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"666A PUNGGOL DR","16 TO 18",93,94,520000,1.401536,103.9151,18.111,1.017417,1.155169,0.2834093,0.2569274,0.5603991,0.07789537,1,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"169B PUNGGOL FIELD","07 TO 09",93,93,440000,1.393225,103.9141,16.761,0.6202828,0.7939988,0.3279963,0.04764128,0.4820674,0.2968287,1,4,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258C PUNGGOL FIELD","10 TO 12",93,95,478000,1.404142,103.8964,19.031,0.4392919,0.2282994,0.3330605,0.614345,0.4597129,0.6580185,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"207A PUNGGOL PL","07 TO 09",92,93,455000,1.400287,103.901,18.268,2.288116,2.810335,0.812055,1.033718,0.2395732,0.239553,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89 DAWSON RD","28 TO 30",97,95,885000,1.295463,103.8118,5.681,0.2156538,0.1534548,0.09689485,0.1404183,0.1263185,0.106842,7,21,89,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"92 DAWSON RD","31 TO 33",97,95,9e+05,1.295121,103.8112,5.645,0.8367337,0.8834515,0.91539,0.8180241,0.07464405,0.778902,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8 HOLLAND AVE","13 TO 15",82,53,510000,1.306494,103.7942,7.638,0.785225,0.5718022,0.8084761,0.5597689,0.3204053,0.4154858,0,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"306A ANCHORVALE LINK","10 TO 12",90,80,370000,1.39018,103.889,17.752,0.9732349,1.555641,1.205277,0.4321065,0.5895371,0.1063194,1,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"247 COMPASSVALE RD","04 TO 06",85,79,370000,1.392092,103.8992,18.834,1.098595,0.6969139,1.291582,0.1960899,0.308819,0.3088246,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411B FERNVALE RD","19 TO 21",96,91,453000,1.390163,103.8771,17.331,1.189902,0.309689,1.261804,0.4631485,0.4059045,0.594816,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"178B RIVERVALE CRES","10 TO 12",93,93,4e+05,1.388547,103.91,16.51,1.789663,0.6324893,0.5379,0.1577764,0.4743531,0.4333837,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"271A SENGKANG CTRL","01 TO 03",93,89,470000,1.385956,103.8947,17.517,0.6146952,1.375654,0.5742577,0.9534413,0.5096152,0.6069055,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260A SENGKANG EAST WAY","13 TO 15",90,79,440000,1.393141,103.8956,18.879,0.2338608,0.2903433,0.2259585,0.06085769,0.1199691,0.1156914,5,20,76,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"451B SENGKANG WEST WAY","16 TO 18",92,94,418000,1.394299,103.8745,16.995,1.443631,0.2859373,0.8141114,0.791085,0.9322383,0.5707184,0,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"469C SENGKANG WEST WAY","04 TO 06",93,95,4e+05,1.396324,103.8774,17.403,0.5017987,0.1558043,0.3115139,0.04363757,0.2974476,0.1206497,0,4,29,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239 SERANGOON AVE 2","10 TO 12",104,64,615000,1.353191,103.8687,11.916,1.0488,0.8093162,0.5935807,0.2351752,0.1855381,0.6900128,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"519A TAMPINES CTRL 8","04 TO 06",83,93,630000,1.357276,103.9404,19.151,0.03570524,0.2477657,0.1066373,0.1936927,0.04000497,0.01413593,5,13,51,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219 TAMPINES ST 24","07 TO 09",104,63,448000,1.354799,103.9526,20.967,1.894312,2.092502,1.622202,0.3299909,1.015226,0.6509413,0,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367 TAMPINES ST 34","04 TO 06",100,76,415000,1.358067,103.9606,22.256,2.594053,0.711408,1.154504,0.4764318,0.6697506,0.6696981,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367 TAMPINES ST 34","04 TO 06",102,76,393000,1.358067,103.9606,22.256,2.594053,0.711408,1.154504,0.4764318,0.6697506,0.6696981,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406 TAMPINES ST 41","01 TO 03",84,65,4e+05,1.357832,103.9458,19.983,1.452774,1.303944,0.542169,0.3151304,0.2338539,0.08341316,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498G TAMPINES ST 45","07 TO 09",106,76,430000,1.362278,103.9581,21.918,0.7562636,0.2887468,0.2873177,0.1596288,0.08414415,0.3239655,2,4,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702 TAMPINES ST 71","13 TO 15",100,76,448000,1.356173,103.9375,15.157,0.9835324,0.6171976,0.2249562,1.450496,0.32647,0.7424049,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"720 TAMPINES ST 72","07 TO 09",99,76,415000,1.359389,103.9361,15.155,0.7613289,0.448617,1.188833,0.3333819,0.4238881,0.2474782,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"867 TAMPINES ST 83","10 TO 12",104,67,472000,1.355113,103.934,14.764,1.577246,1.398884,2.35551,0.6793219,0.5524216,0.7504948,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"916 TAMPINES ST 91","01 TO 03",110,63,400888,1.348631,103.9403,18.014,0.3836496,1.387414,0.9871818,0.9858899,0.9714718,0.3296482,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782B WOODLANDS CRES","13 TO 15",92,94,425000,1.44747,103.8032,27.463,0.2380679,0.6685778,0.5900703,1.245193,0.6742011,0.01185951,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"630 WOODLANDS RING RD","04 TO 06",101,77,320000,1.434597,103.8015,26.112,1.632617,2.034387,0.2635226,0.1216272,0.5574666,0.3608788,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"632 WOODLANDS RING RD","01 TO 03",102,78,312000,1.435804,103.8018,25.973,0.9738821,0.6144743,1.426758,1.427849,0.61611,0.2777242,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424C YISHUN AVE 11","10 TO 12",92,94,397000,1.423259,103.8492,20.895,0.7599182,2.822944,0.3807784,0.4626403,0.3641781,0.2573635,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"348C YISHUN AVE 11","04 TO 06",92,92,510000,1.427141,103.8422,22.702,0.6376979,0.2330655,0.6653462,0.3593929,0.2700531,0.3228737,0,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345 YISHUN AVE 11","04 TO 06",104,67,318000,1.428476,103.8441,23.1,1.270952,1.276981,2.086319,1.042466,0.4280018,0.5638155,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316C YISHUN AVE 9","07 TO 09",92,94,428000,1.432923,103.8435,22.037,0.3603303,2.087603,2.718242,0.6746253,0.3990157,0.6342798,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318B YISHUN AVE 9","13 TO 15",92,94,442000,1.433678,103.8439,21.873,0.577146,1.219228,0.3619634,0.0602126,0.6737961,0.2539872,0,1,18,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"111 YISHUN RING RD","07 TO 09",93,61,325000,1.433213,103.8286,23.825,0.5307724,0.1067924,0.3866263,0.6522081,0.2457826,0.485125,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629 YISHUN ST 61","04 TO 06",105,67,380000,1.418397,103.8377,21.794,2.108009,1.923174,1.649843,0.4336852,0.4390509,0.1929634,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336 ANG MO KIO AVE 1","07 TO 09",91,60,380000,1.363594,103.8518,11.687,0.3503384,1.115441,0.4626577,0.2447251,0.2058788,0.1922013,0,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310B ANG MO KIO AVE 1","07 TO 09",87,91,638000,1.364647,103.8443,12.322,2.218369,1.469174,0.6777933,0.6782638,1.128936,0.6091156,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307A ANG MO KIO AVE 1","07 TO 09",95,91,530000,1.365982,103.8444,12.697,1.751699,1.759705,0.1849061,0.2033377,0.7236166,0.5215821,1,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310A ANG MO KIO AVE 1","19 TO 21",94,91,7e+05,1.364813,103.8438,12.37,0.2146097,1.187371,0.4108137,0.7373168,0.5808886,0.2475256,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"557 ANG MO KIO AVE 10","07 TO 09",92,58,385000,1.371626,103.8577,13.177,0.3437665,0.6869653,1.106413,0.7306751,0.4438061,0.3127353,0,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544 ANG MO KIO AVE 10","04 TO 06",92,59,390000,1.37396,103.8565,13.241,2.272752,2.643609,1.324102,0.07209171,0.6737101,0.5237373,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534 ANG MO KIO AVE 10","04 TO 06",93,58,404000,1.374058,103.8542,13.371,1.757569,0.9642416,1.218634,0.5803269,0.3237269,0.351458,0,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562 ANG MO KIO AVE 3","07 TO 09",92,58,374000,1.370181,103.859,13.266,0.7978687,0.8058535,0.4507618,0.1874546,0.2326925,0.1351798,0,1,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573 ANG MO KIO AVE 3","04 TO 06",92,58,4e+05,1.370561,103.8548,13.116,0.6678302,0.8928733,1.144648,0.4120738,0.3947926,0.3947547,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232 ANG MO KIO AVE 3","07 TO 09",92,56,353000,1.368346,103.8372,13.455,1.549161,0.3554702,0.5350524,0.1256725,0.558188,0.6763564,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313 ANG MO KIO AVE 3","01 TO 03",97,56,4e+05,1.36665,103.8501,12.207,1.784112,1.340163,1.325911,1.078273,0.2752525,0.4970035,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234 ANG MO KIO AVE 3","10 TO 12",106,71,430000,1.367183,103.8366,13.399,0.5108206,0.606428,0.2142842,0.328486,0.1409377,0.1409413,2,5,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"177 ANG MO KIO AVE 4","04 TO 06",92,60,373000,1.375838,103.8381,15.457,0.7727302,1.137502,1.391131,0.665632,0.5291634,0.5391812,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150 ANG MO KIO AVE 5","01 TO 03",93,59,330000,1.376807,103.842,15.43,0.4149491,0.273467,0.1456077,0.208081,0.1136799,0.2121795,2,8,34,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636 ANG MO KIO AVE 6","10 TO 12",91,59,450000,1.381153,103.8433,14.712,1.0855,1.404775,1.407591,0.4375848,0.7055175,0.7027374,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"315A ANG MO KIO ST 31","10 TO 12",90,85,578000,1.364218,103.8469,12.691,2.206193,2.297183,1.024842,0.2669353,0.7790248,0.7740745,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"596B ANG MO KIO ST 52","19 TO 21",91,81,658000,1.372051,103.8505,13.762,0.7056011,0.6730482,0.3446347,0.205475,0.1422633,0.1422985,1,2,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"133 BEDOK NTH AVE 3","10 TO 12",92,57,370000,1.327548,103.9357,13.868,3.169668,2.09281,0.4720621,0.8240828,0.5422449,0.4861618,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"129 BEDOK NTH ST 2","04 TO 06",83,57,345000,1.327554,103.938,14.728,2.391746,1.922133,1.066338,0.3816984,0.2328366,0.1195221,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407 CHOA CHU KANG AVE 3","04 TO 06",104,71,325000,1.380418,103.7408,23.137,0.3969369,1.608818,0.4582898,0.6749291,0.3699015,1.024403,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406 CHOA CHU KANG AVE 3","04 TO 06",104,71,345000,1.380374,103.7402,23.108,0.5534724,1.58859,1.027223,0.4087031,0.156905,0.1569594,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432 CHOA CHU KANG AVE 4","01 TO 03",104,71,385000,1.384644,103.7418,22.912,0.5607311,0.4675742,0.7173674,0.7866702,0.3159992,0.5911114,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442 CHOA CHU KANG AVE 4","01 TO 03",91,75,320000,1.38094,103.7377,23.382,0.604266,0.877554,0.4981613,0.5090683,0.1639568,0.4751698,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484D CHOA CHU KANG AVE 5","13 TO 15",101,77,339000,1.375348,103.7373,23.031,0.2036868,0.7958898,0.5208492,0.4875373,0.5413568,0.1762985,0,3,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"488A CHOA CHU KANG AVE 5","13 TO 15",93,95,425000,1.37706,103.739,22.866,2.049278,1.46989,0.4389566,0.3116784,0.6464656,0.2918697,0,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
